,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
2487,GO:0005730,2.15259744868642e-15,1,121,835,nucleolus,CC,MAP2;PML;MTUS1;MAP3K14;GPRC5A;TXNRD1;CBX5;UTP20;VMP1;DDX17;TFCP2L1;ENC1;TP53;C9ORF3;SCD;DDX47;RBM19;RBM4;ZNF397;AKAP8;PPAN;PKMYT1;TGS1;PDCD11;NUAK1;DKC1;PUM3;NUP153;NBN;FAM111A;UTP15;CDK4;POP1;NUCKS1;HEATR1;GEMIN4;TSR1;TRA2A;POLR1A;THUMPD3;METTL1;POLA1;GRWD1;MDN1;DNTTIP2;NOP58;NOP2;DDX28;SETD4;RAN;UBTF;RRP7BP;ORC4;DDX3X;NUFIP1;RRN3;RRP12;MRTO4;TAF1D;SMC2;UTP14A;FEN1;GNL3L;NVL;APTX;RRP1;WDR3;WDR43;UTP18;ISG20L2;SDAD1;DDX10;ZNF106;DDX24;RRP36;RPF2;URB2;WEE1;NOL12;APEX1;ORC1;HSPA8;DDX21;SMUG1;HELQ;DGCR8;FANCD2;E2F8;ETV6;POLR2F;FCF1;WDR75;BMS1;MYO10;NIFK;NOL9;NOL11;NFKBIE;ESF1;UPF3B;POLR1E;RBBP5;NCL;NOP56;DDX56;MPHOSPH8;NSA2;NOP16;SURF2;TYMS;WDR36;MAK16;DAXX;TAF1;YPEL4;PSPC1;HNRNPM;CDKN1A;CTCF;TEX10;DHX15
9924,GO:0042254,9.34225744414259e-12,1,53,317,ribosome biogenesis,BP,UTP20;DDX17;DDX47;PPAN;PDCD11;DKC1;SHQ1;UTP15;HEATR1;GEMIN4;TSR1;LSG1;MDN1;NOP58;NOP2;DDX28;SETD4;RAN;RRP7BP;DDX3X;RRN3;MRTO4;UTP14A;GNL3L;NVL;RRP1;WDR3;WDR43;UTP18;ISG20L2;SDAD1;METTL16;RRP36;RPF2;URB2;DDX21;FCF1;SRFBP1;WDR75;BMS1;NOL9;NOL11;MRPS7;NOP56;DDX56;NSA2;NOP16;RRP15;WDR36;MAK16;ZNHIT6;TEX10;RPS12
6599,GO:0022613,6.7677749079982e-10,1,64,448,ribonucleoprotein complex biogenesis,BP,UTP20;DDX17;DDX47;GEMIN5;PPAN;RBM22;TGS1;PDCD11;DKC1;SHQ1;UTP15;HEATR1;GEMIN4;TSR1;LSG1;MDN1;NOP58;NOP2;DDX28;SETD4;RAN;RRP7BP;DDX3X;NUFIP1;RRN3;MRTO4;UTP14A;LUC7L;GNL3L;NVL;RRP1;LUC7L2;WDR3;WDR43;UTP18;ISG20L2;SDAD1;METTL16;RRP36;RPF2;URB2;HSP90AB1;DDX21;GEMIN8;FCF1;SRFBP1;WDR75;BMS1;ATR;NOL9;NOL11;MRPS7;NCBP1;NOP56;DDX56;NSA2;NOP16;RRP15;RC3H1;WDR36;MAK16;ZNHIT6;TEX10;RPS12
8793,GO:0034470,5.13856577589807e-09,1,56,396,ncRNA processing,BP,UTP20;DDX17;DDX47;CDKAL1;PDCD11;DKC1;SHQ1;UTP15;POP1;HEATR1;GEMIN4;TSR1;PUS3;THUMPD3;METTL1;URM1;MDN1;NOP58;NOP2;RRP7BP;MRTO4;UTP14A;YRDC;RRP1;USB1;WDR3;WDR43;UTP18;ISG20L2;METTL16;TYW1;RRP36;RPF2;TRMT5;SEPHS2;THADA;DDX21;TRMT1;DGCR8;FCF1;SRFBP1;WDR75;BMS1;NOL9;NOL11;TRMT61A;NCBP1;NOP56;DDX56;NSA2;RRP15;WDR4;WDR36;MAK16;TEX10;RPS12
1470,GO:0003723,1.59291303401255e-08,1,155,1484,RNA binding,MF,TFRC;UTP20;DDX17;TRIM56;TP53;DDX47;ABCF1;DUSP14;RBM19;CDKN2A;RBM4;GEMIN5;NQO1;PABPC4;LGALS3;ACO1;AKAP8;PPAN;RBM22;IFIT3;SRSF2;SUGP2;HNRNPF;PDCD11;DKC1;PUM3;PHAX;UTP15;POP1;NUCKS1;HEATR1;TARDBP;MIR17HG;TSR1;PUS3;NAA15;TRA2A;DHFR;THUMPD3;ZMAT2;CSRP1;METTL1;TSN;G3BP1;GRWD1;HNRNPA1L2;EIF5;CASC3;MRPL27;DNTTIP2;AKAP8L;NOP58;HSPB1;NOP2;DDX28;THOC1;RAN;UBTF;RANBP2;SUPT16H;DDX3X;NAP1L1;NUFIP1;ARHGEF28;RRP12;MRTO4;FASTKD3;UTP14A;DND1;RBMXL1;ZC3H7B;RBM12;LUC7L;SRBD1;GNL3L;YRDC;NVL;APTX;IBA57;RRP1;RARS;SRF;FNDC3B;LUC7L2;WDR3;WDR43;UTP18;EIF3J;ISG20L2;DDX10;LRPPRC;EFTUD2;ZNF106;TRUB2;DDX24;METTL16;RRP36;RPF2;NOL12;APEX1;HSPA8;HSP90AB1;DDX21;SYNCRIP;TRMT1;DGCR8;CCAR1;MAZ;ZNFX1;CCDC47;FCF1;SRFBP1;HMGN2;WDR75;BMS1;RBMS3;UBAP2L;HADHB;DDX60L;NIFK;NOL9;EIF2B5;NOL11;GPATCH4;HNRNPDL;ESF1;MRPS7;NCBP1;UPF3B;HNRNPR;NCL;NOP56;DDX56;NSA2;PURB;TLR3;NOP16;ZFP36L2;SRSF7;RC3H1;TYMS;WDR36;HNRNPU;MAK16;EIF2B1;METAP2;HIST1H4A;PSPC1;PPARGC1B;HNRNPM;RBM8A;GTF2H3;RPS12;BUD13;DHX15
7006,GO:0030684,1.59322917155215e-08,0.999999997242618,21,74,preribosome,CC,UTP20;PPAN;PDCD11;HEATR1;TSR1;MDN1;NOP58;RRP7BP;UTP14A;RRP1;WDR3;UTP18;RRP36;FCF1;SRFBP1;BMS1;NOP56;NSA2;RRP15;WDR36;MAK16
5338,GO:0016072,1.59378413382034e-08,1,43,284,rRNA metabolic process,BP,UTP20;DDX17;DDX47;PDCD11;DKC1;SHQ1;UTP15;HEATR1;GEMIN4;TSR1;MDN1;NOP58;NOP2;GTF3C6;RRP7BP;MRTO4;UTP14A;RRP1;WDR3;WDR43;UTP18;ISG20L2;METTL16;RRP36;RPF2;DDX21;FCF1;SRFBP1;WDR75;BMS1;NIFK;NOL9;NOL11;NCL;GTF3C4;NOP56;DDX56;NSA2;RRP15;WDR36;MAK16;TEX10;RPS12
8601,GO:0034097,3.24339052111895e-08,1,97,815,response to cytokine,BP,IL32;SAA1;FN1;PTGES;PML;MAP3K14;GCLC;TFRC;NLRC5;STAT5A;TRIM22;HLA-B;MMP9;XAF1;RUNX1;IL1R2;ACTG1;MAT2A;TRIM56;TRAF3;IRS1;MID1;TP53;DAPK3;EDN1;GBP1;PTPN14;IFNGR1;CYLD;IKBKE;IL27RA;IL16;IFIT3;IL6ST;HNRNPF;IL7R;SYK;TJP2;RELB;LEPR;HLA-F;CDK4;SFRP1;CD274;MCM2;KEAP1;TRAF1;CCL20;MME;GBP5;MYBL2;CXCL16;LCP1;SOD2;IL24;SOCS1;PARP14;CDC42EP2;SRF;NPNT;PDGFB;BIRC3;IL20;ACKR3;RIF1;SETD2;IFNAR1;CXCR5;HSPA8;HSP90AB1;SYNCRIP;IL12RB2;GPER1;ADAM17;PSME2;PSMB9;HNRNPDL;DPYSL3;MYNN;TRAF2;NCL;IFI30;CSF1;TLR3;TNF;ZFP36L2;SRSF7;RC3H1;TYMS;CCL5;CD74;HNRNPU;PSMB10;CDKN1A;IRF1;GBP6;IRAK3
2871,GO:0006364,3.97337043872005e-08,0.999999990142865,39,255,rRNA processing,BP,UTP20;DDX17;DDX47;PDCD11;DKC1;SHQ1;UTP15;HEATR1;GEMIN4;TSR1;MDN1;NOP58;NOP2;RRP7BP;MRTO4;UTP14A;RRP1;WDR3;WDR43;UTP18;ISG20L2;METTL16;RRP36;RPF2;DDX21;FCF1;SRFBP1;WDR75;BMS1;NOL9;NOL11;NOP56;DDX56;NSA2;RRP15;WDR36;MAK16;TEX10;RPS12
2810,GO:0006270,4.84504385725191e-08,0.999999994234596,15,41,DNA replication initiation,BP,NBN;MCM5;MCM2;POLA1;TOPBP1;ORC4;MCM3;GINS4;MCM8;MCM6;ORC1;PRIM2;MCM4;POLE3;ORC2
