,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
880,GO:0002237,1.0875051487938e-25,1,46,212,response to molecule of bacterial origin,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;ZC3H12A;CXCL1;CXCL3;CSF2;TICAM1;TNF;CXCL8;CCL20;PTGS2;TNIP1;NFKB1;PRDM1;NFKB2;NOCT;EDN1;IRAK2;CLDN1;TNFRSF10B;CXCL5;TRIB1;IL24;JUN;CD274;JUNB;RELT;CEBPB;PELI1;BCL10;DUSP10;PPARD;BDKRB1;ZFP36;CYP27B1;CD55;RIPK2;GCH1;NFKBIB;ADM;WNT5A;ADAM9;TNFRSF10A;RELA
7923,GO:0032496,1.30573162327723e-25,1,45,203,response to lipopolysaccharide,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;ZC3H12A;CXCL1;CXCL3;CSF2;TICAM1;TNF;CXCL8;CCL20;PTGS2;TNIP1;NFKB1;PRDM1;NFKB2;NOCT;EDN1;IRAK2;CLDN1;TNFRSF10B;CXCL5;TRIB1;IL24;JUN;CD274;JUNB;RELT;CEBPB;PELI1;DUSP10;PPARD;BDKRB1;ZFP36;CYP27B1;CD55;RIPK2;GCH1;NFKBIB;ADM;WNT5A;ADAM9;TNFRSF10A;RELA
12686,GO:0050896,1.96726758662326e-25,1,284,5525,response to stimulus,BP,NFKBIA;NFKBIZ;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;PLAUR;CXCL3;BTG2;IL36G;BIRC3;HBEGF;PLAU;NFKBID;CSF2;INHBA;TICAM1;ELF3;SDC4;ETS1;TNF;CXCL8;REL;SERPINB2;PPIF;IER3;NUAK2;CCL20;BHLHE40;PTGS2;RNF19B;PMAIP1;TNIP1;NFKB1;PRDM1;FOSL1;TBX3;NFKB2;TRPV3;NOCT;PLEKHF1;EFNA1;TGFA;KDM6B;IRF6;EDN1;ODC1;SEMA7A;ERRFI1;IL1RN;IRAK2;CLDN1;KLF7;PANX1;DAPP1;CPEB2;HCAR2;TNFRSF10B;EFNB2;EPHA2;RELB;GADD45A;CXCL5;MAFF;LIF;TRIB1;KCTD11;CD83;SQSTM1;IFNGR2;RRAD;BMP2;PHLDA2;IL24;CAB39;MAP2K3;JUN;RAP2B;BIRC2;NFKBIE;CDKN1A;RGMB;PHLDB2;CLDN4;TJP2;CD274;JUNB;BCL3;CSRNP1;NAMPT;AMPD3;IRF1;TAF4B;BCL2L2;ZFP36L1;RELT;RND3;ADRB2;CEBPB;DUSP16;ARNTL2;PPP1R15A;MAST4;RUNX1;N4BP1;CDKN2B;GJB4;HMGCS1;TRIM16;EREG;SOD2;PELI1;ALDH1A3;EHD1;NEDD9;ZSWIM4;DUSP8;B4GALT1;TFPI2;DUSP1;BCL10;FGD6;DCUN1D3;TRAF1;PPP1R10;PIM3;TMEM265;IL6ST;G0S2;NABP1;DLX2;SLC6A14;TXNRD1;CYLD;ADAM8;LDLR;VEGFC;KLF3;HCAR3;ZNF217;TACSTD2;NEDD4L;OXSR1;SMAD3;RC3H1;IL23A;DUSP10;PLK2;BBC3;PLK3;PIM1;WISP1;ITGA5;TFRC;LIPG;CREB1;EFNB1;GJB3;F3;STK40;HIVEP2;PPARD;SLC25A25;SERPINB1;SOCS3;RAET1L;IL16;BDKRB1;RAPH1;ZFP36;SLC9A1;MAFK;CYP27B1;CD55;IFNAR2;ANTXR2;JAG1;PLAGL2;RIPK2;AMOTL2;PHKG2;SAA1;PPP1R15B;USP53;NDRG1;ITGAV;PIP5K1A;TP53BP2;NRARP;SOX9;STX1A;NRG1;ZNF451;PML;POU2F2;RASA2;FERMT1;NCOA7;ELK3;POLR3A;SLC7A2;CDC42EP1;PTPN11;MAP3K8;UHRF1;ARHGEF3;DCBLD2;RHOB;SPAG9;GCH1;FEM1B;SOX4;TRAF4;VCL;OXCT1;AREG;FAM83G;AKAP2;TNFAIP1;HDAC9;ADAMTS1;HIVEP1;NFKBIB;KLF10;AEN;TIFA;SKIL;COTL1;IL7R;CDK6;IER5;PTPN1;SQLE;TFE3;CORO1C;PRPF19;ADM;MAFG;ABL2;MTF1;ATP6V1C2;HLA-E;OSMR;WNT5A;NUP153;MAOA;INSIG1;ADAM9;PDPK1;TNFRSF10A;CTSC;ERO1A;KDM6A;NFE2L2;YWHAH;SGK1;B3GNT2;TSC22D2;CYTH1;RELA;AGFG1;NOTCH2NL;BACH1;POLR3D;YWHAG;TDG;ELF4;RAB22A;CREG1;SFN;ITM2B;ERN1;UPP1;ISG20;ATXN7;IFIH1;CXCL16;PABPC4;TAP1;AHCY;GPR156;RAB24
4262,GO:0009605,7.47393409995632e-25,1,118,1336,response to external stimulus,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;ZC3H12A;CXCL1;PLAUR;CXCL3;BTG2;BIRC3;HBEGF;PLAU;CSF2;TICAM1;ETS1;TNF;CXCL8;SERPINB2;NUAK2;CCL20;BHLHE40;PTGS2;PMAIP1;TNIP1;NFKB1;PRDM1;FOSL1;NFKB2;NOCT;PLEKHF1;EFNA1;EDN1;ODC1;SEMA7A;IRAK2;CLDN1;KLF7;PANX1;TNFRSF10B;EFNB2;EPHA2;GADD45A;CXCL5;TRIB1;IFNGR2;IL24;JUN;BIRC2;CDKN1A;PHLDB2;CD274;JUNB;BCL3;IRF1;RELT;ADRB2;CEBPB;ARNTL2;CDKN2B;HMGCS1;PELI1;ALDH1A3;ZSWIM4;BCL10;IL6ST;ADAM8;LDLR;VEGFC;SMAD3;IL23A;DUSP10;PIM1;LIPG;CREB1;EFNB1;F3;PPARD;SLC25A25;SOCS3;IL16;BDKRB1;ZFP36;SLC9A1;CYP27B1;CD55;IFNAR2;RIPK2;SAA1;USP53;ITGAV;PIP5K1A;SOX9;NRG1;PML;POLR3A;SLC7A2;PTPN11;GCH1;OXCT1;NFKBIB;KLF10;COTL1;CDK6;ADM;HLA-E;OSMR;WNT5A;ADAM9;TNFRSF10A;NFE2L2;B3GNT2;RELA;POLR3D;UPP1;ISG20;IFIH1;CXCL16;AHCY
3271,GO:0006950,1.99753229668209e-24,1,176,2658,response to stress,BP,NFKBIA;NFKBIZ;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;PLAUR;CXCL3;BTG2;IL36G;BIRC3;HBEGF;PLAU;NFKBID;CSF2;INHBA;TICAM1;ELF3;SDC4;ETS1;TNF;CXCL8;REL;SERPINB2;PPIF;IER3;NUAK2;CCL20;PTGS2;PMAIP1;TNIP1;NFKB1;PRDM1;FOSL1;TBX3;NFKB2;TRPV3;PLEKHF1;KDM6B;IRF6;EDN1;SEMA7A;ERRFI1;IL1RN;IRAK2;CLDN1;PANX1;CPEB2;TNFRSF10B;EPHA2;RELB;GADD45A;CXCL5;MAFF;TRIB1;CD83;SQSTM1;IFNGR2;BMP2;IL24;CAB39;MAP2K3;JUN;RAP2B;BIRC2;CDKN1A;PHLDB2;JUNB;BCL3;IRF1;BCL2L2;ZFP36L1;RELT;ADRB2;CEBPB;PPP1R15A;EREG;SOD2;PELI1;EHD1;B4GALT1;TFPI2;DUSP1;BCL10;PPP1R10;IL6ST;NABP1;TXNRD1;CYLD;ADAM8;LDLR;VEGFC;OXSR1;SMAD3;IL23A;DUSP10;PLK2;BBC3;PLK3;ITGA5;CREB1;F3;PPARD;SOCS3;RAET1L;BDKRB1;ZFP36;SLC9A1;MAFK;CYP27B1;CD55;IFNAR2;RIPK2;SAA1;PPP1R15B;NDRG1;NRG1;PML;NCOA7;ELK3;POLR3A;SLC7A2;PTPN11;MAP3K8;UHRF1;DCBLD2;RHOB;SPAG9;GCH1;FEM1B;SOX4;TRAF4;VCL;OXCT1;AREG;HDAC9;KLF10;AEN;SKIL;COTL1;CDK6;IER5;PTPN1;PRPF19;ADM;MAFG;ABL2;MTF1;HLA-E;OSMR;WNT5A;NUP153;INSIG1;ADAM9;PDPK1;TNFRSF10A;ERO1A;NFE2L2;SGK1;TSC22D2;RELA;BACH1;POLR3D;TDG;ELF4;SFN;ERN1;UPP1;ISG20;IFIH1;CXCL16;PABPC4;TAP1;AHCY
12247,GO:0048522,2.53245531523159e-24,1,212,3480,positive regulation of cellular process,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;PLAUR;CXCL3;BTG2;BIRC3;HBEGF;PLAU;NFKBID;CSF2;INHBA;TICAM1;ELF3;SDC4;ETS1;TNF;CXCL8;REL;PPIF;KLF6;CCL20;PTGS2;RNF19B;PMAIP1;TNIP1;NFKB1;PRDM1;FOSL1;TBX3;NFKB2;NOCT;PLEKHF1;EFNA1;TGFA;KDM6B;IRF6;EDN1;ODC1;SEMA7A;HAS3;IRAK2;CLDN1;KLF7;PANX1;CREB5;EHF;HCAR2;TNFRSF10B;EFNB2;EPHA2;RELB;GADD45A;CXCL5;MAFF;LIF;TRIB1;KCTD11;CD83;SQSTM1;BMP2;IL24;CAB39;MAP2K3;JUN;RAP2B;BIRC2;CDKN1A;RGMB;PHLDB2;SERTAD2;CD274;JUNB;BCL3;OVOL1;CSRNP1;ETS2;NAMPT;IRF1;TAF4B;ZFP36L1;ENC1;ADRB2;CEBPB;ARNTL2;UGCG;PPP1R15A;RUNX1;CDKN2B;TRIM16;EREG;SOD2;PELI1;ALDH1A3;EHD1;ANKLE2;B4GALT1;DUSP1;BCL10;DCUN1D3;PPP1R10;IL6ST;G0S2;DLX2;CYLD;ADAM8;LDLR;VEGFC;TACSTD2;NEDD4L;OXSR1;SMAD3;RC3H1;IL23A;DUSP10;PLK2;BBC3;PLK3;PIM1;ITGA5;TFRC;CREB1;EFNB1;F3;PPARD;SOCS3;USP36;BDKRB1;ZFP36;SLC9A1;LARP4B;CYP27B1;CD55;JAG1;PLAGL2;RIPK2;PHKG2;NAV3;SAA1;PPP1R15B;NDRG1;ITGAV;TP53BP2;NRARP;SOX9;STX1A;NRG1;PML;POU2F2;FERMT1;NCOA7;ELK3;CDC42EP1;FOXN2;PTPN11;MAP3K8;UHRF1;ARHGEF3;RHOB;SPAG9;SOX4;FOSL2;TRAF4;OXCT1;AREG;CCNL1;TNFAIP1;HDAC9;KLF10;SKIL;IL7R;RBM3;CDK6;IER5;SAMD4A;PTPN1;TFE3;CORO1C;PRPF19;ADM;MAFG;ABL2;MTF1;ATP6V1C2;HLA-E;OSMR;QKI;WNT5A;INSIG1;ADAM9;PDPK1;TNFRSF10A;ADAMTS9;RNF19A;CTSC;NFE2L2;YWHAH;RELA;BACH1;YWHAG;ELF4;SFN;ERN1;ATXN7;IFIH1;CXCL16;FUBP3;SMPD3
8593,GO:0034097,4.27493238274248e-24,1,86,812,response to cytokine,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;CXCL3;IL36G;BIRC3;CSF2;ETS1;TNF;CXCL8;REL;SERPINB2;CCL20;PTGS2;NFKB1;FOSL1;NFKB2;IRF6;EDN1;IL1RN;IRAK2;CLDN1;TNFRSF10B;RELB;CXCL5;LIF;SQSTM1;IFNGR2;IL24;JUN;BIRC2;CDKN1A;TJP2;CD274;JUNB;IRF1;ZFP36L1;RELT;CEBPB;RUNX1;EREG;SOD2;PELI1;TRAF1;IL6ST;CYLD;VEGFC;SMAD3;RC3H1;IL23A;PIM1;TFRC;CREB1;F3;SOCS3;IL16;ZFP36;CYP27B1;IFNAR2;RIPK2;SAA1;SOX9;STX1A;PML;PTPN11;MAP3K8;GCH1;SKIL;IL7R;PTPN1;HLA-E;OSMR;WNT5A;MAOA;ADAM9;TNFRSF10A;NFE2L2;B3GNT2;RELA;ISG20;IFIH1;CXCL16
9867,GO:0042127,7.76127202419898e-24,1,100,1034,regulation of cell proliferation,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;IL1A;CXCL1;CXCL3;BTG2;HBEGF;PLAU;CSF2;INHBA;TICAM1;SDC4;ETS1;TNF;CXCL8;PTGS2;PRDM1;FOSL1;TBX3;TGFA;IRF6;EDN1;ODC1;ERRFI1;TNFRSF10B;EFNB2;CXCL5;LIF;TRIB1;KCTD11;BMP2;PHLDA2;IL24;JUN;BIRC2;CDKN1A;CD274;JUNB;OVOL1;NAMPT;IRF1;ZFP36L1;RELT;CEBPB;CDKN2B;EREG;SOD2;PELI1;B4GALT1;IL6ST;VEGFC;TACSTD2;SMAD3;RC3H1;IL23A;DUSP10;PIM1;TFRC;CREB1;EFNB1;F3;PPARD;ZFP36;CYP27B1;CD55;JAG1;RIPK2;NDRG1;ITGAV;NRARP;SOX9;NRG1;PML;FERMT1;SOX4;FOSL2;AREG;ADAMTS1;KLF10;IL7R;CDK6;IER5;EMP3;BTG3;TOB2;ADM;MAFG;ABL2;HLA-E;OSMR;WNT5A;PDPK1;TNFRSF10A;SGK1;SAT1;RELA;SFN;ERN1
3274,GO:0006954,9.91605614106817e-24,1,57,364,inflammatory response,BP,NFKBIA;NFKBIZ;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;CXCL3;IL36G;BIRC3;NFKBID;TICAM1;ELF3;ETS1;TNF;CXCL8;REL;CCL20;PTGS2;TNIP1;NFKB1;NFKB2;KDM6B;SEMA7A;IL1RN;IRAK2;TNFRSF10B;RELB;CXCL5;BMP2;MAP2K3;BIRC2;RELT;CEBPB;B4GALT1;IL6ST;ADAM8;LDLR;SMAD3;IL23A;DUSP10;F3;PPARD;SOCS3;BDKRB1;CD55;RIPK2;SAA1;SLC7A2;HDAC9;OSMR;WNT5A;TNFRSF10A;NFE2L2;RELA;AHCY
12243,GO:0048518,4.47002575719563e-23,1,224,3893,positive regulation of biological process,BP,NFKBIA;TNFAIP3;CXCL2;IL1B;IL1A;ZC3H12A;CXCL1;PLAUR;CXCL3;BTG2;BIRC3;HBEGF;PLAU;NFKBID;CSF2;INHBA;TICAM1;ELF3;SDC4;ETS1;TNF;CXCL8;REL;PPIF;KLF6;CCL20;PTGS2;RNF19B;PMAIP1;TNIP1;NFKB1;PRDM1;FOSL1;TBX3;NFKB2;TRPV3;NOCT;PLEKHF1;EFNA1;TGFA;KDM6B;IRF6;EDN1;ODC1;SEMA7A;HAS3;IRAK2;CLDN1;KLF7;PANX1;CREB5;EHF;HCAR2;TNFRSF10B;EFNB2;EPHA2;RELB;GADD45A;CXCL5;MAFF;LIF;TRIB1;KCTD11;CD83;SQSTM1;BMP2;IL24;CAB39;MAP2K3;JUN;RAP2B;BIRC2;CDKN1A;RGMB;PHLDB2;SERTAD2;CD274;JUNB;BCL3;OVOL1;CSRNP1;ETS2;NAMPT;IRF1;TAF4B;ZFP36L1;ENC1;ADRB2;CEBPB;ARNTL2;UGCG;PPP1R15A;RUNX1;CDKN2B;TRIM16;EREG;SOD2;PELI1;ALDH1A3;EHD1;ANKLE2;B4GALT1;DUSP1;BCL10;DCUN1D3;TRAF1;PPP1R10;IL6ST;G0S2;DLX2;CYLD;ADAM8;LDLR;VEGFC;TACSTD2;NEDD4L;OXSR1;SMAD3;RC3H1;IL23A;DUSP10;PLK2;BBC3;PLK3;PIM1;ITGA5;TFRC;LIPG;CREB1;EFNB1;F3;PPARD;SOCS3;USP36;IL16;BDKRB1;ZFP36;SLC9A1;LARP4B;CYP27B1;CD55;AZIN1;JAG1;PLAGL2;RIPK2;PHKG2;NAV3;SAA1;PPP1R15B;NDRG1;ITGAV;TP53BP2;NRARP;SOX9;STX1A;NRG1;PML;POU2F2;FERMT1;NCOA7;ELK3;POLR3A;CDC42EP1;FOXN2;PTPN11;MAP3K8;UHRF1;ARHGEF3;RHOB;SPAG9;GCH1;SOX4;FOSL2;TRAF4;OXCT1;AREG;CCNL1;TNFAIP1;HDAC9;NFKBIB;KLF10;SKIL;IL7R;RBM3;CDK6;IER5;SAMD4A;PTPN1;TFE3;CORO1C;PRPF19;TOB2;ADM;MAFG;ABL2;MTF1;ATP6V1C2;HLA-E;OSMR;QKI;WNT5A;INSIG1;ADAM9;PDPK1;TNFRSF10A;ADAMTS9;RNF19A;CTSC;KDM6A;NFE2L2;YWHAH;SGK1;RELA;BACH1;POLR3D;YWHAG;ELF4;SFN;ERN1;ATXN7;IFIH1;CXCL16;FUBP3;SMPD3
